Ss_25_15_60_35,Handrail systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_35,Handrail systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_35,Handrail systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_37,Hoop barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_37,Hoop barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_37,Hoop barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_52,Metal modular barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_52,Metal modular barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_52,Metal modular barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_53,Metal pedestrian parapet systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_53,Metal pedestrian parapet systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_53,Metal pedestrian parapet systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_54,Metal post and mesh panel barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_54,Metal post and mesh panel barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_54,Metal post and mesh panel barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_55,Metal post and panel barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_55,Metal post and panel barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_55,Metal post and panel barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_56,Metal post and rail barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_56,Metal post and rail barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_56,Metal post and rail barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_57,Metal vertical bar pedestrian guard rail systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_57,Metal vertical bar pedestrian guard rail systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_57,Metal vertical bar pedestrian guard rail systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_68,Post and wire barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_68,Post and wire barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_68,Post and wire barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_96,Wood post and panel barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_96,Wood post and panel barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_96,Wood post and panel barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_60_97,Wood post and rail barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_15_60_97,Wood post and rail barrier systems,2.7.2,Balustrades and handrails,,
Ss_25_15_60_97,Wood post and rail barrier systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_15_85_55,Multi-use games fencing systems,8.4.1,Fencing and railings,default,
Ss_25_15_85_55,Multi-use games fencing systems,8.4.4,Barriers and guardrails,,
Ss_25_16_94_10,Bollard systems,8.4.4,Barriers and guardrails,,
Ss_25_16_94_10,Bollard systems,8.5.1,Site/street furniture and equipment,default,
Ss_25_16_94_14,Combined metal and concrete vehicle safety parapet systems,8.4.1,Fencing and railings,,
Ss_25_16_94_14,Combined metal and concrete vehicle safety parapet systems,8.4.4,Barriers and guardrails,default,
Ss_25_16_94_16,Concrete safety barrier (CSB) systems,8.4.1,Fencing and railings,,
Ss_25_16_94_16,Concrete safety barrier (CSB) systems,8.4.4,Barriers and guardrails,default,
Ss_25_16_94_44,Low-speed precast concrete safety parapet (PCONC) systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_16_94_48,Low-speed metal vehicle safety parapet systems,8.4.1,Fencing and railings,,
Ss_25_16_94_48,Low-speed metal vehicle safety parapet systems,8.4.4,Barriers and guardrails,default,
Ss_25_16_94_50,Metal vehicle safety fence systems,8.4.1,Fencing and railings,,
Ss_25_16_94_50,Metal vehicle safety fence systems,8.4.4,Barriers and guardrails,default,
Ss_25_16_94_65,Protective rail systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_16_94_97,Wire rope safety fence (WRSF) systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_20_08_95,Weatherboarding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_14_52,Metal composite panel cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_14_55,Metal semi-composite panel cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_33_35,GRC cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_35_35,GRP cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_05,Aluminium sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_15,Copper sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_45,Lead sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_50,Lead-wrapped panel cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_85,Stainless steel sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_50_95,Zinc sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_68_30,Fibre cement profiled sheet cladding systems,2.7.1,Walls and partitions,,
Ss_25_20_68_30,Fibre cement profiled sheet cladding systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_20_68_50,Metal profiled sheet cladding systems,2.7.1,Walls and partitions,,
Ss_25_20_68_50,Metal profiled sheet cladding systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_20_68_65,Plastics profiled sheet cladding systems,2.7.1,Walls and partitions,,
Ss_25_20_68_65,Plastics profiled sheet cladding systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_20_70_25,Drained and back-ventilated rainscreen cladding systems,2.5.3,Solar/rain screening,default,unique
Ss_25_20_70_65,Pressure equalized rainscreen cladding systems,2.5.3,Solar/rain screening,default,unique
Ss_25_20_72_72,Rigid sheet cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_85_55,Natural stone cladding systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_20_85_55,Natural stone cladding systems,3.1.1,Wall finishes,,
Ss_25_20_90_13,Clay plain tile cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_90_15,Concrete plain tile cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_90_30,Fibre cement slate cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_90_50,Metal tile cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_90_55,Natural slate cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_20_90_95,Wood shingle or shake cladding systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_25_45_25,Duct and wall panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_33,Gypsum board casing systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_35,Gypsum board wall lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_50,Metal framed wall lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_70,Rigid sheet wall lining and casing systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_88,Timber board casing systems,3.1.1,Wall finishes,default,unique
Ss_25_25_45_90,Timber board wall lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_05,Acoustic panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_30,Framed wood panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_63,Plastics panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_65,Plastics veneered panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_85,Specialist faced panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_75_95,Wood veneered panel lining systems,3.1.1,Wall finishes,default,unique
Ss_25_25_85_55,Natural stone lining systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_25_85_55,Natural stone lining systems,3.1.1,Wall finishes,,
Ss_25_25_95_28,External wall sheathing systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_30_15_66,Precast concrete security window systems,2.6.1,External windows,default,
Ss_25_30_15_66,Precast concrete security window systems,2.3.1,Roof structure,,
Ss_25_30_15_66,Precast concrete security window systems,2.2.2,Balconies,,
Ss_25_30_20_25,Doorset systems,2.6.2,External doors,,
Ss_25_30_20_25,Doorset systems,2.8.1,Internal doors,default,
Ss_25_30_20_30,Frame and door leaf systems,2.6.2,External doors,,
Ss_25_30_20_30,Frame and door leaf systems,2.8.1,Internal doors,default,
Ss_25_30_20_32,Frameless glass door systems,2.6.2,External doors,default,
Ss_25_30_20_32,Frameless glass door systems,2.8.1,Internal doors,,
Ss_25_30_20_35,Hatch systems,2.6.2,External doors,,
Ss_25_30_20_35,Hatch systems,2.8.1,Internal doors,default,
Ss_25_30_20_35,Hatch systems,2.3.5,"Rooflights, skylights and openings",,
Ss_25_30_20_40,Industrial doorset systems,2.6.2,External doors,default,
Ss_25_30_20_40,Industrial doorset systems,2.8.1,Internal doors,,
Ss_25_30_20_45,Loading bay doorset systems,2.6.2,External doors,default,unique
Ss_25_30_20_70,Revolving doorset systems,2.6.2,External doors,default,
Ss_25_30_20_70,Revolving doorset systems,2.8.1,Internal doors,,
Ss_25_30_20_77,Sliding doorset systems,2.6.2,External doors,,
Ss_25_30_20_77,Sliding doorset systems,2.8.1,Internal doors,default,
Ss_25_30_20_78,Sliding folding doorset systems,2.7.3,Moveable room dividers,,
Ss_25_30_20_78,Sliding folding doorset systems,2.6.2,External doors,default,
Ss_25_30_20_78,Sliding folding doorset systems,2.8.1,Internal doors,,
Ss_25_30_20_80,Sliding stacking panel partition systems,2.7.3,Moveable room dividers,default,unique
Ss_25_30_95_26,External window systems,2.6.1,External windows,default,unique
Ss_25_30_95_96,Window walling systems,2.7.1,Walls and partitions,,
Ss_25_30_95_96,Window walling systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_32_35_05,Animal gate systems,8.4.1,Fencing and railings,default,unique
Ss_25_32_35_15,Chicane systems,8.4.1,Fencing and railings,,
Ss_25_32_35_15,Chicane systems,8.4.4,Barriers and guardrails,default,
Ss_25_32_35_30,Folding gate systems,8.4.1,Fencing and railings,default,
Ss_25_32_35_30,Folding gate systems,8.4.4,Barriers and guardrails,,
Ss_25_32_35_37,Hinged gate systems,8.4.1,Fencing and railings,default,unique
Ss_25_32_35_41,In-line inhibitor systems,8.4.1,Fencing and railings,,
Ss_25_32_35_41,In-line inhibitor systems,8.4.4,Barriers and guardrails,default,
Ss_25_32_35_45,Kissing gate systems,8.4.1,Fencing and railings,default,unique
Ss_25_32_35_80,Sliding gate systems,8.4.1,Fencing and railings,default,unique
Ss_25_32_35_85,Stile systems,8.4.1,Fencing and railings,default,unique
Ss_25_32_35_90,Turnstile systems,8.4.1,Fencing and railings,,
Ss_25_32_35_90,Turnstile systems,8.4.4,Barriers and guardrails,default,
Ss_25_36_95_35,Heavy duty sliding beam barrier systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_36,Height restrictor systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_38,Horizontal swing gate systems,8.4.1,Fencing and railings,,
Ss_25_36_95_38,Horizontal swing gate systems,8.4.4,Barriers and guardrails,default,
Ss_25_36_95_40,Hydraulic ramp systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_50,Movable bollard and car park post systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_70,Rising arm barrier systems,8.4.1,Fencing and railings,,
Ss_25_36_95_70,Rising arm barrier systems,8.4.4,Barriers and guardrails,default,
Ss_25_36_95_72,Rising bollard systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_94,Vehicle flow plate systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_36_95_96,Vehicle stop systems,8.4.4,Barriers and guardrails,default,unique
Ss_25_38_20_20,Door hardware systems,2.6.2,External doors,,
Ss_25_38_20_20,Door hardware systems,2.8.1,Internal doors,default,
Ss_25_38_20_30,Garage door hardware systems,2.6.2,External doors,default,unique
Ss_25_38_20_33,Gate hardware systems,8.4.1,Fencing and railings,default,
Ss_25_38_20_33,Gate hardware systems,8.4.4,Barriers and guardrails,,
Ss_25_38_20_33,Gate hardware systems,2.8.1,Internal doors,,
Ss_25_38_20_35,Hatch hardware systems,2.6.2,External doors,,
Ss_25_38_20_35,Hatch hardware systems,2.8.1,Internal doors,default,
Ss_25_38_20_70,Relocatable partition hardware systems,2.7.3,Moveable room dividers,default,unique
Ss_25_38_20_80,Shutter hardware systems,2.6.2,External doors,default,
Ss_25_38_20_80,Shutter hardware systems,2.8.1,Internal doors,,
Ss_25_38_20_95,Window hardware systems,2.6.1,External windows,default,unique
Ss_25_45_02_60,Parge coat systems,3.1.1,Wall finishes,default,unique
Ss_25_45_70_55,Multicoat render systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_45_70_55,Multicoat render systems,3.1.1,Wall finishes,,
Ss_25_45_70_60,One coat render systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_45_70_60,One coat render systems,3.1.1,Wall finishes,,
Ss_25_45_70_90,Tiling and mosaic render substrate systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_45_70_90,Tiling and mosaic render substrate systems,3.1.1,Wall finishes,,
Ss_25_45_72_02,Adhesive fixed external wall insulation systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_45_72_42,Insulated plinth systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_45_72_70,Rail fixed external wall insulation systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_45_74_70,Rolled covering systems,3.1.1,Wall finishes,default,unique
Ss_25_45_85_82,Sprayed external monolithic coating systems,2.5.1,External enclosing walls above ground level,default,unique
Ss_25_45_85_85,Sprayed internal monolithic coating systems,3.1.1,Wall finishes,default,unique
Ss_25_45_88_25,External wall tiling systems,3.1.1,Wall finishes,default,unique
Ss_25_45_88_40,Internal wall tiling systems,3.1.1,Wall finishes,default,unique
Ss_25_45_88_88,Terrazzo wall tiling systems,3.1.1,Wall finishes,default,unique
Ss_25_50_45_30,Facade-aligned brise soleil systems,2.5.3,Solar/rain screening,default,unique
Ss_25_50_45_45,Louvre screen systems,2.5.3,Solar/rain screening,default,unique
Ss_25_50_45_60,Panellized louvre screen systems,2.7.3,Moveable room dividers,default,
Ss_25_50_45_60,Panellized louvre screen systems,2.8.1,Internal doors,,
Ss_25_50_45_65,Projecting brise soleil systems,2.5.3,Solar/rain screening,default,unique
Ss_25_60_30_40,Individual services penetrations fire stopping systems,5.14.1,Builder's work in connection with services,default,unique
Ss_25_60_30_45,Linear gap fire stopping systems,5.14.1,Builder's work in connection with services,default,unique
Ss_25_60_30_48,Loose fire stopping systems,5.14.1,Builder's work in connection with services,default,unique
Ss_25_60_30_55,Multiple services penetrations fire stopping systems,5.14.1,Builder's work in connection with services,default,unique
Ss_25_60_30_62,Pipe collar fire stopping systems,5.14.1,Builder's work in connection with services,default,unique
Ss_25_60_35_06,Bead-fixed insulating glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_06,Bead-fixed insulating glazing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_60_35_06,Bead-fixed insulating glazing systems,2.7.2,Balustrades and handrails,,
Ss_25_60_35_06,Bead-fixed insulating glazing systems,2.8.1,Internal doors,,
Ss_25_60_35_06,Bead-fixed insulating glazing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_60_35_08,Bead-fixed single glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_08,Bead-fixed single glazing systems,2.6.1,External windows,default,
Ss_25_60_35_08,Bead-fixed single glazing systems,2.6.2,External doors,,
Ss_25_60_35_08,Bead-fixed single glazing systems,2.8.1,Internal doors,,
Ss_25_60_35_30,Fire-resistant glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_30,Fire-resistant glazing systems,2.6.1,External windows,,
Ss_25_60_35_30,Fire-resistant glazing systems,2.6.2,External doors,,
Ss_25_60_35_30,Fire-resistant glazing systems,2.8.1,Internal doors,default,
Ss_25_60_35_33,Glazing film systems,2.7.1,Walls and partitions,,
Ss_25_60_35_33,Glazing film systems,2.6.1,External windows,default,
Ss_25_60_35_33,Glazing film systems,2.6.2,External doors,,
Ss_25_60_35_33,Glazing film systems,2.8.1,Internal doors,,
Ss_25_60_35_35,Groove-fixed single glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_35,Groove-fixed single glazing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_60_35_35,Groove-fixed single glazing systems,2.7.2,Balustrades and handrails,,
Ss_25_60_35_35,Groove-fixed single glazing systems,2.8.1,Internal doors,,
Ss_25_60_35_35,Groove-fixed single glazing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_60_35_40,"Internal use bead and tape, groove or channel glazing systems",2.7.1,Walls and partitions,default,
Ss_25_60_35_40,"Internal use bead and tape, groove or channel glazing systems",2.7.2,Balustrades and handrails,,
Ss_25_60_35_40,"Internal use bead and tape, groove or channel glazing systems",2.8.1,Internal doors,,
Ss_25_60_35_50,Mirror glazing systems,4.1.1,"General fittings, furnishings and equipment",default,unique
Ss_25_60_35_65,Putty-fronted single glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_65,Putty-fronted single glazing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_60_35_65,Putty-fronted single glazing systems,2.7.2,Balustrades and handrails,,
Ss_25_60_35_65,Putty-fronted single glazing systems,2.8.1,Internal doors,,
Ss_25_60_35_65,Putty-fronted single glazing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_60_35_75,Single-sided gasket glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_75,Single-sided gasket glazing systems,2.6.1,External windows,default,
Ss_25_60_35_75,Single-sided gasket glazing systems,2.6.2,External doors,,
Ss_25_60_35_75,Single-sided gasket glazing systems,2.8.1,Internal doors,,
Ss_25_60_35_85,Structural zipper gasket glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_85,Structural zipper gasket glazing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_60_35_85,Structural zipper gasket glazing systems,2.7.2,Balustrades and handrails,,
Ss_25_60_35_85,Structural zipper gasket glazing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_60_35_95,U-profiled glazing systems,2.7.1,Walls and partitions,,
Ss_25_60_35_95,U-profiled glazing systems,2.5.1,External enclosing walls above ground level,default,
Ss_25_60_35_95,U-profiled glazing systems,2.7.2,Balustrades and handrails,,
Ss_25_60_35_95,U-profiled glazing systems,2.5.5,"Subsidiary walls, balustrades and proprietary balconies",,
Ss_25_60_50_03,Aluminium sheet flashing systems,2.3.2,Roof coverings,default,
Ss_25_60_50_03,Aluminium sheet flashing systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_04,Aluminium sheet weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_04,Aluminium sheet weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_14,Copper sheet wall flashing and weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_14,Copper sheet wall flashing and weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_47,Lead damp-proof course systems,2.5.2,External enclosing walls below ground level,default,
Ss_25_60_50_47,Lead damp-proof course systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_47,Lead damp-proof course systems,2.3.1,Roof structure,,
Ss_25_60_50_47,Lead damp-proof course systems,1.1.3,Lowest floor construction,,
Ss_25_60_50_48,Lead sheet wall flashing and weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_48,Lead sheet wall flashing and weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_49,Lead sheet weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_49,Lead sheet weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_49,Lead sheet weathering systems,2.3.6,Roof features,,
Ss_25_60_50_84,Stainless steel sheet wall flashing and weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_84,Stainless steel sheet wall flashing and weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_84,Stainless steel sheet wall flashing and weathering systems,2.3.6,Roof features,,
Ss_25_60_50_84,Stainless steel sheet wall flashing and weathering systems,2.3.3,Specialist roof systems,,
Ss_25_60_50_94,Zinc sheet wall flashing and weathering systems,2.3.2,Roof coverings,default,
Ss_25_60_50_94,Zinc sheet wall flashing and weathering systems,2.5.1,External enclosing walls above ground level,,
Ss_25_60_50_94,Zinc sheet wall flashing and weathering systems,2.3.6,Roof features,,
Ss_25_60_50_94,Zinc sheet wall flashing and weathering systems,2.3.3,Specialist roof systems,,
Ss_30_10_30_25,Heavy steel roof framing systems,2.1.1,Steel frames,default,unique
Ss_30_10_30_30,Heavy steel roof space frame systems,2.1.1,Steel frames,,
Ss_30_10_30_30,Heavy steel roof space frame systems,2.1.2,Space frames/decks,default,
Ss_30_10_30_35,Heavy steel roof space truss systems,2.1.1,Steel frames,default,
Ss_30_10_30_35,Heavy steel roof space truss systems,2.1.2,Space frames/decks,,
Ss_30_10_30_45,Light steel roof framing systems,2.1.1,Steel frames,,
Ss_30_10_30_45,Light steel roof framing systems,2.1.2,Space frames/decks,default,
Ss_30_10_30_85,Timber roof framing systems,2.3.1,Roof structure,default,unique
Ss_30_10_50_70,Sprayed concrete roof systems,2.1.6,Specialist frames,default,unique
Ss_30_10_90_50,Masonry roof systems,2.3.1,Roof structure,default,unique
Ss_30_12_85_15,"Composite concrete floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_15,"Composite concrete floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_15,"Composite concrete floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_15,"Composite concrete floor, roof or balcony deck systems",2.2.1,Floors,default,
Ss_30_12_85_16,"Composite steel and concrete floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_16,"Composite steel and concrete floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_16,"Composite steel and concrete floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_16,"Composite steel and concrete floor, roof or balcony deck systems",2.2.1,Floors,default,
Ss_30_12_85_17,Concrete beam and block floor or roof deck systems,2.3.1,Roof structure,,
Ss_30_12_85_17,Concrete beam and block floor or roof deck systems,1.1.3,Lowest floor construction,,
Ss_30_12_85_17,Concrete beam and block floor or roof deck systems,2.2.1,Floors,default,
Ss_30_12_85_18,Concrete floor or roof deck systems,2.3.1,Roof structure,,
Ss_30_12_85_18,Concrete floor or roof deck systems,1.1.3,Lowest floor construction,,
Ss_30_12_85_18,Concrete floor or roof deck systems,2.2.1,Floors,default,
Ss_30_12_85_30,Glazed unit floor or roof deck systems,2.2.2,Balconies,,
Ss_30_12_85_30,Glazed unit floor or roof deck systems,1.1.3,Lowest floor construction,,
Ss_30_12_85_30,Glazed unit floor or roof deck systems,2.2.1,Floors,,
Ss_30_12_85_30,Glazed unit floor or roof deck systems,2.3.3,Specialist roof systems,default,
Ss_30_12_85_40,"Heavy steel floor, roof or balcony deck systems",2.1.2,Space frames/decks,default,
Ss_30_12_85_40,"Heavy steel floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_40,"Heavy steel floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_40,"Heavy steel floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_40,"Heavy steel floor, roof or balcony deck systems",2.2.1,Floors,,
Ss_30_12_85_50,"Light steel floor, roof or balcony deck systems",2.1.2,Space frames/decks,default,
Ss_30_12_85_50,"Light steel floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_50,"Light steel floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_50,"Light steel floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_50,"Light steel floor, roof or balcony deck systems",2.2.1,Floors,,
Ss_30_12_85_70,"Reinforced concrete floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_70,"Reinforced concrete floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_70,"Reinforced concrete floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_70,"Reinforced concrete floor, roof or balcony deck systems",2.2.1,Floors,default,
Ss_30_12_85_90,"Timber floor, roof or balcony deck systems",2.3.1,Roof structure,,
Ss_30_12_85_90,"Timber floor, roof or balcony deck systems",2.2.2,Balconies,,
Ss_30_12_85_90,"Timber floor, roof or balcony deck systems",1.1.3,Lowest floor construction,,
Ss_30_12_85_90,"Timber floor, roof or balcony deck systems",2.2.1,Floors,default,
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,7.6.2,Concrete repairs,,
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,8.2.2,Special surfacings and pavings,default,
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,3.2.1,Finishes to floors,,
Ss_30_14_02_30,Fibre-reinforced resin-bound aggregate overlay systems,2.3.2,Roof coverings,,
Ss_30_14_02_41,Impact absorbing synthetic play and sport paving systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_41,Impact absorbing synthetic play and sport paving systems,8.2.2,Special surfacings and pavings,default,
Ss_30_14_02_41,Impact absorbing synthetic play and sport paving systems,3.2.1,Finishes to floors,,
Ss_30_14_02_41,Impact absorbing synthetic play and sport paving systems,2.3.2,Roof coverings,,
Ss_30_14_02_42,Impervious acrylic coated sports paving systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_42,Impervious acrylic coated sports paving systems,8.2.2,Special surfacings and pavings,default,
Ss_30_14_02_42,Impervious acrylic coated sports paving systems,3.2.1,Finishes to floors,,
Ss_30_14_02_42,Impervious acrylic coated sports paving systems,2.3.2,Roof coverings,,
Ss_30_14_02_70,Resin-bonded aggregate paving systems,7.6.2,Concrete repairs,,
Ss_30_14_02_70,Resin-bonded aggregate paving systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_70,Resin-bonded aggregate paving systems,8.2.2,Special surfacings and pavings,default,
Ss_30_14_02_70,Resin-bonded aggregate paving systems,3.2.1,Finishes to floors,,
Ss_30_14_02_70,Resin-bonded aggregate paving systems,2.3.2,Roof coverings,,
Ss_30_14_02_71,Resin-bound aggregate light duty paving systems,7.6.2,Concrete repairs,,
Ss_30_14_02_71,Resin-bound aggregate light duty paving systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_71,Resin-bound aggregate light duty paving systems,8.2.2,Special surfacings and pavings,default,
Ss_30_14_02_71,Resin-bound aggregate light duty paving systems,3.2.1,Finishes to floors,,
Ss_30_14_02_71,Resin-bound aggregate light duty paving systems,2.3.2,Roof coverings,,
Ss_30_14_02_73,Resin-bound aggregate overlay systems,7.6.2,Concrete repairs,,
Ss_30_14_02_73,Resin-bound aggregate overlay systems,2.4.2,Stair/ramp finishes,,
Ss_30_14_02_73,Resin-bound aggregate overlay systems,8.2.2,Special surfacings and pavings,default,
